signal_date,signal_time,planned_entry_date,planned_exit_date,rank,ticker,model_score,source_npz
2026-06-05,2026-06-05 15:00:00,2026-06-08,2026-06-09,3,SZ002514,1.0321823358535767,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-05_150000.npz
2026-06-05,2026-06-05 15:00:00,2026-06-08,2026-06-09,4,SZ002717,1.0225048065185547,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-05_150000.npz
2026-06-05,2026-06-05 15:00:00,2026-06-08,2026-06-09,5,SZ000609,0.9960137009620667,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-05_150000.npz
2026-06-08,2026-06-08 15:00:00,2026-06-09,,1,SH603500,1.2716519832611084,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-08_150000.npz
2026-06-08,2026-06-08 15:00:00,2026-06-09,,2,SH600187,1.0742828845977783,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-08_150000.npz
2026-06-08,2026-06-08 15:00:00,2026-06-09,,3,SH603678,1.042270302772522,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-08_150000.npz
2026-06-08,2026-06-08 15:00:00,2026-06-09,,4,SH603135,1.013593077659607,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-08_150000.npz
2026-06-08,2026-06-08 15:00:00,2026-06-09,,5,SZ002963,0.9972755312919617,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-08_150000.npz
2026-06-09,2026-06-09 15:00:00,,,1,SH605081,1.336194396018982,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-09_150000.npz
2026-06-09,2026-06-09 15:00:00,,,2,SZ002717,1.1765729188919067,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-09_150000.npz
2026-06-09,2026-06-09 15:00:00,,,3,SH603929,1.063180685043335,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-09_150000.npz
2026-06-09,2026-06-09 15:00:00,,,4,SZ002969,0.8605875372886658,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-09_150000.npz
2026-06-09,2026-06-09 15:00:00,,,5,SH605069,0.8439090251922607,quantlab/04_kronos_5min/2026/pipeline_5min_kronos_2026_gpu0_20260527_145447/2026-06-09_150000.npz
