entry_date,signal_time,reason,ticker,code_name,is_st,signal_close,entry_open,entry_open_ret,open_positions
2026-06-02,2026-06-01 15:00:00,entry_open_limit_up,SH603890,春秋电子,False,27.290000915527344,30.020000457763672,0.1000366233290606,
2026-06-02,2026-06-01 15:00:00,entry_open_limit_up,SH600759,ST洲际,True,2.9000000953674316,3.049999952316284,0.051724086902089406,
2026-06-03,2026-06-02 15:00:00,capital_occupied_by_open_positions,,,,,,,"SH601918,SZ002428,SH603690"
2026-06-04,2026-06-03 15:00:00,entry_open_limit_up,SH600187,*ST国中,True,1.5399999618530273,1.6200000047683716,0.05194808110195215,
2026-06-04,2026-06-03 15:00:00,entry_open_limit_up,SH600180,*ST瑞茂,True,1.5499999523162842,1.6299999952316284,0.051612932500929354,
2026-06-05,2026-06-04 15:00:00,capital_occupied_by_open_positions,,,,,,,"SH603330,SZ002119,SZ002856"
