date,close,sse_nav,model_nav,model_value,event,excess_nav,model_return,sse_return,excess_return
2026-04-01,3948.5521,0.9813927799225964,1.8326867394125785,183268.67394125785,,1.8674345042125995,0.8326867394125785,-0.018607220077403563,0.8512939594899821
2026-04-02,3919.2852,0.9741186390164358,1.8143560303705688,181435.6030370569,exit,1.8625616610749978,0.8143560303705688,-0.025881360983564194,0.840237391354133
2026-04-03,3880.0967,0.9643785342939992,1.8143560303705688,181435.6030370569,,1.8813733050360975,0.8143560303705688,-0.03562146570600078,0.8499774960765696
2026-04-07,3890.1645,0.966880835385507,1.7741725218020479,177417.25218020478,exit,1.83494434564386,0.7741725218020479,-0.033119164614493046,0.8072916864165409
2026-04-08,3994.9975,0.9929365506684902,1.7741725218020479,177417.25218020478,,1.7867934467792468,0.7741725218020479,-0.007063449331509819,0.7812359711335577
2026-04-09,3966.1712,0.9857719186779734,1.8299993145799118,182999.9314579912,exit,1.856412502634624,0.8299993145799118,-0.014228081322026576,0.8442273959019384
2026-04-10,3986.2247,0.9907561153186047,1.8299993145799118,182999.9314579912,,1.8470734485362479,0.8299993145799118,-0.009243884681395254,0.8392431992613071
2026-04-13,3988.558,0.9913360453069652,1.85504608000891,185504.608000891,exit,1.8712585795611807,0.8550460800089099,-0.008663954693034825,0.8637100347019447
2026-04-14,4026.6256,1.0007975559677922,1.85504608000891,185504.608000891,,1.8535677559834183,0.8550460800089099,0.0007975559677921851,0.8542485240411177
2026-04-15,4027.2095,1.0009426813782425,1.952781530955441,195278.1530955441,exit,1.9509424138718605,0.952781530955441,0.0009426813782424937,0.9518388495771986
2026-04-16,4055.5468,1.0079857748763632,1.952781530955441,195278.1530955441,,1.9373106046015023,0.952781530955441,0.007985774876363205,0.9447957560790778
2026-04-17,4051.4254,1.00696142161959,2.0195819547689253,201958.19547689252,exit,2.0056199884208508,1.0195819547689253,0.006961421619589903,1.0126205331493354
2026-04-20,4082.1271,1.0145921748547695,2.0195819547689253,201958.19547689252,,1.9905357096392073,1.0195819547689253,0.01459217485476949,1.0049897799141558
2026-04-21,4085.0766,1.0153252582562478,2.094620568594197,209462.0568594197,exit,2.063004491970943,1.094620568594197,0.015325258256247754,1.0792953103379492
2026-04-22,4106.2581,1.020589813627805,2.094620568594197,209462.0568594197,,2.0523628010244632,1.094620568594197,0.020589813627805098,1.0740307549663919
2026-04-23,4093.2501,1.01735674060308,2.226066987644448,222606.6987644448,exit,2.188088896255659,1.2260669876444479,0.0173567406030799,1.208710247041368
2026-04-24,4079.9004,1.0140387397606616,2.226066987644448,222606.6987644448,,2.1952484657241547,1.2260669876444479,0.014038739760661612,1.2120282478837863
2026-04-27,4086.3442,1.015640313865576,2.098842452496737,209884.2452496737,exit,2.066521409049274,1.0988424524967368,0.015640313865576072,1.0832021386311608
2026-04-28,4078.6374,1.013724827458215,2.098842452496737,209884.2452496737,,2.0704262099995274,1.0988424524967368,0.013724827458214905,1.085117625038522
2026-04-29,4107.5144,1.020902060678925,2.1192610488511865,211926.10488511864,exit,2.075871065870732,1.1192610488511865,0.020902060678924972,1.0983589881722615
2026-04-30,4112.1593,1.022056527229705,2.1192610488511865,211926.10488511864,,2.073526260426579,1.1192610488511865,0.02205652722970508,1.0972045216214814
2026-05-06,4160.1737,1.0339902650401585,2.0319762647853286,203197.62647853285,exit,1.9651792995424477,1.0319762647853286,0.03399026504015845,0.9979859997451701
2026-05-07,4180.0922,1.038940908109269,2.0319762647853286,203197.62647853285,,1.9558150506203944,1.0319762647853286,0.03894090810926909,0.9930353566760595
2026-05-08,4179.9524,1.0389061615218729,2.112370972777919,211237.09727779188,exit,2.033264457382319,1.112370972777919,0.03890616152187287,1.073464811256046
2026-05-11,4225.0207,1.0501076609837603,2.112370972777919,211237.09727779188,,2.01157562339752,1.112370972777919,0.050107660983760294,1.0622633117941587
2026-05-12,4214.4891,1.047490084733207,2.328362821869246,232836.2821869246,exit,2.2228017771283,1.3283628218692458,0.04749008473320693,1.2808727371360389
2026-05-13,4242.572,1.0544699483898847,2.328362821869246,232836.2821869246,,2.2080883627120174,1.3283628218692458,0.054469948389884726,1.273892873479361
2026-05-14,4177.9175,1.038400397353821,2.4319591343072244,243195.91343072243,exit,2.342024464267002,1.4319591343072244,0.03840039735382095,1.3935587369534035
2026-05-15,4135.3894,1.0278302518354612,2.4319591343072244,243195.91343072243,,2.3661097053373568,1.4319591343072244,0.027830251835461173,1.4041288824717633
2026-05-18,4131.5276,1.0268704208539972,2.438722560078814,243872.2560078814,exit,2.3749077883172927,1.4387225600788138,0.026870420853997157,1.4118521392248167
2026-05-19,4169.5378,1.0363176650333037,2.438722560078814,243872.2560078814,,2.3532577339598295,1.4387225600788138,0.03631766503330369,1.4024048950455101
2026-05-20,4162.1845,1.0344900392743313,2.525102562393749,252510.2562393749,exit,2.440915297903733,1.5251025623937489,0.03449003927433125,1.4906125231194176
2026-05-21,4077.2765,1.0133865826027912,2.525102562393749,252510.2562393749,,2.4917465908303744,1.5251025623937489,0.013386582602791242,1.5117159797909576
2026-05-22,4112.8996,1.022240525074124,2.5453713804730427,254537.13804730427,exit,2.48999263679991,1.5453713804730427,0.022240525074123996,1.5231308553989187
2026-05-25,4152.5686,1.032100055656676,2.5453713804730427,254537.13804730427,,2.466206029660123,1.5453713804730427,0.03210005565667595,1.5132713248163667
2026-05-26,4145.373,1.0303116254401388,2.6048540858331464,260485.40858331465,exit,2.5282196391022755,1.6048540858331464,0.030311625440138767,1.5745424603930076
2026-05-27,4093.7266,1.0174751722832984,2.6048540858331464,260485.40858331465,,2.5601156242344847,1.6048540858331464,0.017475172283298424,1.587378913549848
2026-05-28,4098.6358,1.0186953292707663,2.6422654171801128,264226.54171801126,exit,2.5937739589633537,1.6422654171801128,0.018695329270766337,1.6235700879093464
