date,final_rank,ticker,name,model_a_rank,model_a_score,quant_score,technical_score,fundamental_score,event_sentiment_score,bear_risk_score,final_score,decision,risk_level,industry
2026-06-03,1,SH603330,,2,1.3620432615280151,0.8780376030504702,0.47071503265306125,0.5,0.0,0.14887353007992069,0.49929043891891983,候补观察,低,橡胶和塑
2026-06-03,2,SH600187,,1,1.4211232662200928,0.862835625434915,0.4559371097786884,0.30959533333333333,0.5625,0.26595687567346304,0.49627342303542865,候补观察,低,公用事业
2026-06-03,3,SH600759,,8,0.932757556438446,0.5287122488766911,0.4827475453604749,0.712497,0.4375,0.22054867429671804,0.45708548562277923,候补观察,低,石油石化
2026-06-03,4,SH600180,,3,1.2645846605300903,0.8004333438475928,0.45963240206934874,0.13236900000000001,0.46875,0.24439472923618982,0.43231263443453916,候补观察,低,商贸零售
2026-06-03,5,SZ002119,,4,1.2434560060501099,0.6317205340166887,0.7237043650842289,0.5,0.0,0.3992951096052103,0.42124941794518084,候补观察,中,电子
2026-06-03,6,SZ002630,,6,1.0623501539230347,0.6741848700990278,0.4387553974986077,0.5,0.0,0.15667253707846002,0.41667334121962385,候补观察,低,机械设备
2026-06-03,7,SH600396,,18,0.7205824255943298,0.23960348735253023,0.8412723307841551,0.5534616666666666,0.4375,0.37036600721950236,0.37728174672454096,候补观察,中,公用事业
2026-06-03,8,SZ002528,,9,0.9058073163032532,0.5440753469856763,0.4087590631563217,0.5,0.0,0.18572104697426134,0.3568250906775084,候补观察,低,电子
2026-06-03,9,SZ002856,,5,1.2296403646469116,0.700959262245645,0.4879170901596994,0.0,0.3125,0.3366675670625846,0.3396119226342431,候补观察,低,建筑装饰
2026-06-03,10,SH603890,,12,0.8514091372489929,0.38567147264877977,0.5729147917506899,0.5,0.0,0.23185934314419226,0.3299694115448878,候补观察,低,电子
2026-06-03,11,SZ002951,,7,0.9602583050727844,0.5050322881340981,0.4349638068234105,0.5,0.0,0.2966679169955019,0.32686935396679345,候补观察,低,轻工制造
2026-06-03,12,SZ301419,,15,0.7666569948196411,0.2608321243524552,0.8435078405315037,0.5,0.0,0.36637090394894267,0.32306726570465616,候补观察,中,电子
2026-06-03,13,SZ002980,,14,0.7689473032951355,0.40090061198299126,0.5945641250354272,0.5,0.0,0.34159967230234456,0.3186996758619105,候补观察,低,仪器仪表
2026-06-03,14,SZ002181,,17,0.7222487330436707,0.39337785328427954,0.6826529694814119,0.5,0.0,0.44999999999999996,0.31545273985787947,候补观察,中,商务服务
2026-06-03,15,SZ002620,,11,0.8611587882041931,0.46491047988335316,0.3607357945988185,0.27190833333333336,0.4375,0.24567400813596882,0.31169122850119646,候补观察,低,建筑装饰
2026-06-03,16,SZ002335,,20,0.6959670186042786,0.21839700132608386,0.6499865587305844,0.5,0.0,0.16210474665670271,0.3021987452413899,候补观察,低,机械设备
2026-06-03,17,SZ301366,,19,0.7030625939369202,0.342882824242115,0.5499399805941665,0.5,0.0,0.3160211240741569,0.29221918725492996,候补观察,低,电子
2026-06-03,18,SH600636,,10,0.8837057948112488,0.43258980676531816,0.3071737632653061,0.5,0.0,0.1949172648011993,0.29047058065894815,候补观察,低,计算机
2026-06-03,19,SH603272,,13,0.796643078327179,0.3779140900323791,0.27948360180097004,0.4470096666666667,0.375,0.2698561057060347,0.28355584903601566,候补观察,低,社会服务
2026-06-03,20,SH600745,,16,0.7536452412605286,0.2587300308048727,0.375,0.42447616666666665,0.34375,0.29763924672858477,0.24976019507737054,候补观察,低,电子
