date,final_rank,ticker,name,model_a_rank,model_a_score,quant_score,technical_score,fundamental_score,event_sentiment_score,bear_risk_score,final_score,decision,risk_level,industry
2026-06-09,1,SH603929,,3,1.063180685043335,0.8067688357830046,0.6719742803760644,0.5,0.0,0.3275238589335119,0.48620583638543474,候补观察,低,建筑装饰
2026-06-09,2,SH601208,,7,0.8008745312690735,0.6851093164086342,0.7339060585463448,0.5,0.0,0.25136955646487247,0.4725028966652565,候补观察,低,基础化工
2026-06-09,3,SH600183,,10,0.756643533706665,0.5586954828600088,0.8334627665361455,0.5,0.0,0.19639663112272288,0.4618821115737335,候补观察,低,电子
2026-06-09,4,SZ002969,,4,0.8605875372886658,0.6170038839677973,0.7855420852191655,0.5,0.0,0.2662753354568937,0.45739643158962795,候补观察,低,金属制品
2026-06-09,5,SH601869,,12,0.7228146195411682,0.5304634072879947,0.8461384264908173,0.5,0.0,0.2536991972209589,0.44330020953728244,候补观察,低,电子
2026-06-09,6,SH605081,,1,1.336194396018982,0.8267923086881638,0.43314492346253247,0.5,0.0,0.30958824127900664,0.43968236450294546,候补观察,低,环保
2026-06-09,7,SH603256,,11,0.7349752187728882,0.5402834974229334,0.8128134547848772,0.5,0.0,0.28488128008716695,0.4326010322031931,候补观察,低,建筑材料
2026-06-09,8,SH605069,,5,0.8439090251922607,0.6504523042837776,0.6213383183209791,0.181588,0.53125,0.2822540326666786,0.42690081940585917,候补观察,低,环保
2026-06-09,9,SZ002080,,17,0.6765291690826416,0.3853685263295965,0.8270345688758773,0.5,0.0,0.24051177434275797,0.3891186111403137,候补观察,低,建筑材料
2026-06-09,10,SZ301313,,13,0.7040382027626038,0.4282306848838925,0.8430084617000473,0.5,0.0,0.3477000753624715,0.3869450622937183,候补观察,低,计算机
2026-06-09,11,SZ000636,,15,0.6909620761871338,0.4503999992211658,0.8396728101652117,0.5,0.0,0.4108777298845253,0.38148992818236543,候补观察,中,电子
2026-06-09,12,SZ003018,,16,0.680274486541748,0.42253431081771853,0.7339122272913138,0.5,0.0,0.23778421518703255,0.3806944434068875,候补观察,低,橡胶和塑
2026-06-09,13,SH605358,,8,0.7924327254295349,0.4565540906786919,0.7036183608205694,0.5,0.0,0.26584167300965134,0.38005954463933544,候补观察,低,电子
2026-06-09,14,SH600302,,6,0.8039045929908752,0.6164770649901281,0.38408024311065675,0.5,0.0,0.19415311738848667,0.3752803782653064,候补观察,低,机械设备
2026-06-09,15,SH603186,,18,0.656390905380249,0.26610527287004515,0.7861310437842683,0.5,0.0,0.23063185082774865,0.33834297857589096,候补观察,低,电子
2026-06-09,16,SZ002717,,2,1.1765729188919067,0.8695716148614883,0.2521999895380783,0.0,0.34375,0.3850812581485752,0.33780752720955953,候补观察,中,环保
2026-06-09,17,SZ002484,,14,0.7028710842132568,0.3124190589288871,0.7312864586710931,0.441264,0.40625,0.455907416501779,0.3338009279951059,候补观察,中,电子
2026-06-09,18,SH603065,,9,0.7580378651618958,0.5411120358109474,0.3929170792620153,0.5,0.0,0.29438425699869736,0.3302235805150852,候补观察,低,基础化工
2026-06-09,19,SZ001215,,20,0.6421715021133423,0.2516611192623771,0.7233292523230773,0.5,0.0,0.1937421031628864,0.32544860285941707,候补观察,低,食品饮料
2026-06-09,20,SH600187,,19,0.6462038159370422,0.27636683613061896,0.4372392046381721,0.30959533333333333,0.5625,0.2335934960751687,0.2871298375718171,候补观察,低,公用事业
